"GAULCountryCode","Year","YearLabel","SeriesCode","SeriesName","QualifierCode","Value","UnitOfMeasure","SourceCode","TopicCode"
1,2005,"2005","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","35.2","percent","External","RPR"
1,2005,"2005","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","17.699556238409","percent","External","RPR"
1,2005,"2005","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","31.7509905365424","percent","External","RPR"
1,2005,"2005","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","1.64768671989441","percent","External","NR"
1,2005,"2005","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","7910000","ha","External","NR"
1,2005,"2005","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","58","percent","External","RPR"
1,2005,"2005","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","","percent","External","RPR"
1,2005,"2005","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","2.5","years","External","RPR"
1,2005,"2005","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","2214000","ha","External","NR"
1,2005,"2005","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","0.279898862199747","percent","External","NR"
1,2005,"2005","RL.IL.AL.HA","Arable land (ha)","N","7805000","ha","External","NR"
1,2005,"2005","RL.IL.AL.HC","Per capita arable land (ha)","N","0.313945537186758","ha/cap","External","NR"
1,2005,"2005","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
1,2005,"2005","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
1,2005,"2005","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","","percent","External","RPR"
1,2005,"2005","SH.STA.BRTC.ZS","Births attended by skilled health staff (% of total)","N","","percent","External","RPR"
1,2005,"2005","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","N","39.5","percent","External","OPA"
1,2005,"2005","SH.IMM.MEAS","Immunization, measles (% of children ages 12-23 months)","N","50","percent","External","RPR"
1,2005,"2005","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","N","119","per 1,000","External","RPR"
1,2005,"2005","SI.POV.2DAY","Poverty headcount ratio at $2 a day (PPP) (% of population)","N","","percent","External","RPR"
1,2005,"2005","SI.POV.GAPS","Poverty gap at $1.25 a day (PPP) (%)","N","","percent","External","RPR"
1,2005,"2005","SH.MED.CMHW.P3","Community health workers (per 1,000 people)","N","","per 1000 people","External","RPR"
1,2005,"2005","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","N","25.5","percent","External","OPA"
1,2005,"2005","SI.POV.NAGP","Poverty gap at national poverty lines (%)","N","","percent","External","RPR"
1,2005,"2005","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","N","","percent","External","HADE"
1,2005,"2005","SH.STA.MMRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","N","730","per 100,000","External","RPR"
1,2005,"2005","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","N","","percent","External","RPR"
1,2005,"2005","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","N","","percent","External","RPR"
1,2005,"2005","OA.TP.POP.ZS","Population (share of total population)","R","0.781183379590523","percent","External","RPR"
1,2005,"2005","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","R","21.9","percent","External","OPA"
1,2005,"2005","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","R","","percent","External","RPR"
1,2005,"2005","SI.POV.NAGP","Poverty gap at national poverty lines (%)","R","","percent","External","RPR"
1,2005,"2005","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","R","34.2","percent","External","OPA"
1,2005,"2005","SH.H2O.SAFE.ZS","Improved water source (% of population with access)","U","58.6","percent","External","OPA"
1,2005,"2005","SI.POV.NAGP","Poverty gap at national poverty lines (%)","U","","percent","External","RPR"
1,2005,"2005","OA.TP.POP.ZS","Population (share of total population)","U","0.218816620409477","percent","External","RPR"
1,2005,"2005","SI.POV.NAHC","Poverty headcount ratio at national poverty lines (% of population)","U","","percent","External","RPR"
1,2005,"2005","SH.STA.ACSN","Improved sanitation facilities (% of population with access)","U","38.2","percent","External","OPA"
1,2006,"2006","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","F","","percent","External","RPR"
1,2006,"2006","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","F","","per 1,000","External","RPR"
1,2006,"2006","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","F","","percent","External","RPR"
1,2006,"2006","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","F","","percent","External","HADE"
1,2006,"2006","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","M","","percent","External","RPR"
1,2006,"2006","SH.DYN.MORT","Mortality rate, under-5 (per 1,000 live births)","M","","per 1,000","External","RPR"
1,2006,"2006","SH.STA.MALN.ZS","Malnutrition prevalence, weight for age (% of children under 5)","M","","percent","External","RPR"
1,2006,"2006","SL.AGR.EMPL.ZS","Employment in agriculture (% of total employment)","M","","percent","External","HADE"
1,2006,"2006","EA.PRD.AGRI.KD","Agriculture value added per worker (constant 2000 US$)","N","334.173894312237","constant 2000 US$","External","RPR"
1,2006,"2006","FS.OA.POU.PCT3D1","Prevalence of undernourishment (%)","N","32.3","percent","External","RPR"
1,2006,"2006","NV.AGR.TOTL.KD.ZG","Agriculture, value added (annual % growth)","N","-5.10828004564105","percent","External","RPR"
1,2006,"2006","NV.AGR.TOTL.ZS","Agriculture, value added (percent of GDP)","N","29.2497367788414","percent","External","RPR"
1,2006,"2006","NY.ADJ.DFOR.GN.ZS","Adjusted savings: net forest depletion (% of GNI)","N","2.23079419136047","percent","External","NR"
1,2006,"2006","RL.IL.ALPC.HA","Arable land and permanent crops (ha)","N","7910000","ha","External","NR"
1,2006,"2006","SH.IMM.IDPT","Immunization, DPT (% of children ages 12-23 months)","N","58","percent","External","RPR"
1,2006,"2006","SE.ADT.LITR.ZS","Literacy rate, adult (% of people ages 15 and above)","N","","percent","External","RPR"
1,2006,"2006","SE.ADT.MYS.ZS","Mean years of schooling of adults (years)","N","2.6","years","External","RPR"
1,2006,"2006","RL.IL.AAAI.HA","Agricultural area actually irrigated (ha)","N","2307000","ha","External","NR"
1,2006,"2006","RL.IL.AAAI.PCT","Agricultural area actually irrigated, share of arable land and permanent crops (percent)","N","0.29165613147914","percent","External","NR"
1,2006,"2006","RL.IL.AL.HA","Arable land (ha)","N","7794000","ha","External","NR"
1,2006,"2006","RL.IL.AL.HC","Per capita arable land (ha)","N","0.304084897194803","ha/cap","External","NR"
1,2006,"2006","SI.POV.DDAY","Poverty headcount ratio at $1.25 a day (PPP) (% of population)","N","","percent","External","RPR"
1,2006,"2006","SI.POV.GAP2","Poverty gap at $2 a day (PPP) (%)","N","","percent","External","RPR"
1,2006,"2006","SH.STA.ANVC.ZS","Pregnant women receiving prenatal care (%)","N","30.3","percent","External","RPR"

